,Price,Close,High,Low,Open,Volume,Media_Movel,Variação_Percentual
0,Ticker,,TSLA,TSLA,TSLA,TSLA,,
1,Date,,,,,,,
54,2024-10-25,269.19000244140625,269.489990234375,255.32000732421875,256.010009765625,161611900,231.67571585518974,3.343823359841336
55,2024-10-28,262.510009765625,273.5400085449219,262.239990234375,270.0,107653600,237.6214316231864,-2.4815158866218545
56,2024-10-29,259.5199890136719,264.9800109863281,255.50999450683594,264.510009765625,80521800,243.16714477539062,-1.139012091242797
57,2024-10-30,257.54998779296875,263.3500061035156,255.82000732421875,258.0400085449219,53993600,248.69571358816964,-0.7590942139718337
58,2024-10-31,249.8500061035156,259.75,249.25,257.989990234375,66575300,253.25,-2.9897037679701866
59,2024-11-01,248.97999572753903,254.0,246.6300048828125,252.0399932861328,57544800,258.2971431187221,-0.3482130697311736
60,2024-11-04,242.83999633789065,248.89999389648438,238.8800048828125,244.55999755859375,68802400,255.77714102608817,-2.4660613282231014
61,2024-11-05,251.44000244140625,255.27999877929688,246.2100067138672,247.33999633789062,69282500,253.2414267403739,3.541429020427689
62,2024-11-06,288.5299987792969,289.5899963378906,275.6199951171875,284.6700134277344,165228700,256.95856802804127,14.751032444224466
63,2024-11-07,296.9100036621094,299.75,285.5199890136719,288.8900146484375,117309200,262.29999869210377,2.904379065700735
64,2024-11-08,321.2200012207031,328.7099914550781,297.6600036621094,299.1400146484375,204782800,271.39571489606584,8.187665372925302
65,2024-11-11,350.0,358.6400146484375,336.0,346.29998779296875,210521600,285.7028568812779,8.959591143118995
66,2024-11-12,328.489990234375,345.8399963378906,323.30999755859375,342.739990234375,155726000,297.0614275251116,-6.145717075892854
67,2024-11-13,330.239990234375,344.6000061035156,322.5,335.8500061035156,125405600,309.5471409388951,0.5327407385385952
68,2024-11-14,311.17999267578125,329.9800109863281,310.3699951171875,327.69000244140625,120726100,318.08142525809154,-5.771559508909463
69,2024-11-15,320.7200012207031,324.67999267578125,309.2200012207031,310.57000732421875,114440300,322.6799970354353,3.0657525449785616
70,2024-11-18,338.739990234375,348.54998779296875,330.010009765625,340.7300109863281,126547500,328.6557094029018,5.618604684798378
71,2024-11-19,346.0,347.3800048828125,332.75,335.760009765625,88852500,332.1957092285156,2.1432396454288627
72,2024-11-20,342.0299987792969,346.6000061035156,334.29998779296875,345.0,66340700,331.057137625558,-1.1473991967350106
73,2024-11-21,339.6400146484375,347.989990234375,335.2799987792969,343.80999755859375,58011700,332.6499982561384,-0.6987644766217049
74,2024-11-22,352.5599975585937,361.5299987792969,337.70001220703125,341.0899963378906,89140700,335.8385707310268,3.8040225983177356
75,2024-11-25,338.5899963378906,361.92999267578125,338.20001220703125,360.1400146484375,95890900,339.75428553989957,-3.9624464821427563
76,2024-11-26,338.2300109863281,346.9599914550781,335.6600036621094,341.0,62295900,342.2557155064174,-0.1063189566898104
77,2024-11-27,332.8900146484375,342.54998779296875,326.5899963378906,341.79998779296875,57896400,341.42000470842635,-1.5788061864523528
78,2024-11-29,345.1600036621094,345.45001220703125,334.6499938964844,336.0799865722656,37167600,341.3000052315848,3.685898787510977
79,2024-12-02,357.0899963378906,360.0,351.1499938964844,352.3800048828125,77986500,343.45143345424106,3.4563659025395044
80,2024-12-03,351.4200134277344,355.69000244140625,348.20001220703125,351.79998779296875,58267200,345.13429042271207,-1.5878302299992542
81,2024-12-04,357.92999267578125,358.1000061035156,348.6000061035156,353.0,50810900,345.9014325823103,1.8524782309774723
82,2024-12-05,369.489990234375,375.42999267578125,359.5,359.8699951171875,81403600,350.3157174246652,3.2296811653515167
83,2024-12-06,389.2200012207031,389.489990234375,370.79998779296875,377.4200134277344,81455800,357.6000017438616,5.3397958017247005
84,2024-12-09,389.7900085449219,404.79998779296875,378.010009765625,397.6099853515625,96359200,365.7285723005022,0.14644862094215227
85,2024-12-10,400.989990234375,409.7300109863281,390.8500061035156,392.67999267578125,97563600,373.70428466796875,2.873337295448497
86,2024-12-11,424.7699890136719,424.8800048828125,402.3800048828125,409.70001220703125,104287600,383.3728550502232,5.930322291934931
87,2024-12-12,418.1000061035156,429.29998779296875,415.0,424.8399963378906,87752200,392.8985682896205,-1.5702575706076027
88,2024-12-13,436.2300109863281,436.29998779296875,415.7099914550781,420.0,89000200,404.0842851911272,4.336284290396253
89,2024-12-16,463.0199890136719,463.19000244140625,436.1499938964844,441.0899963378906,114083800,417.44571358816967,6.141250567967771
90,2024-12-17,479.8599853515625,483.989990234375,457.510009765625,475.8999938964844,131223000,430.39428274972096,3.6369912179738284
91,2024-12-18,440.1300048828125,488.5400085449219,427.010009765625,466.5,149340800,437.58571079799106,-8.27949436951747
92,2024-12-19,436.1700134277344,456.3599853515625,420.0199890136719,451.8800048828125,118566100,442.6114283970424,-0.8997322180141931
93,2024-12-20,421.05999755859375,447.0799865722656,417.6400146484375,425.510009765625,132216200,442.0814296177455,-3.4642491239586515
94,2024-12-23,430.6000061035156,434.510009765625,415.4100036621094,431.0,72698100,443.8671439034598,2.2657123925894362
95,2024-12-24,462.2799987792969,462.7799987792969,435.1400146484375,435.8999938964844,59551800,447.5885707310268,7.357174228224572
96,2024-12-26,454.1300048828125,465.3299865722656,451.0199890136719,465.1600036621094,76366400,446.3185729980469,-1.7629994630971146
97,2024-12-27,431.6600036621094,450.0,426.5,449.5199890136719,82666800,439.432861328125,-4.947922616674816
98,2024-12-30,417.4100036621094,427.0,415.75,419.3999938964844,64941000,436.18714686802457,-3.301209257078741
99,2024-12-31,403.8399963378906,427.92999267578125,402.5400085449219,423.7900085449219,76825100,431.5685729980469,-3.2510019417751113
100,2025-01-02,379.2799987792969,392.7300109863281,373.0400085449219,390.1000061035156,109710700,425.6000017438616,-6.081615932376483
101,2025-01-03,410.4400024414063,411.8800048828125,379.45001220703125,381.4800109863281,95423300,422.7200012207031,8.215567328200034
102,2025-01-06,411.0499877929688,426.42999267578125,401.70001220703125,423.20001220703125,85516500,415.40142822265625,0.14861742226248698
103,2025-01-07,394.3599853515625,414.3299865722656,390.0,405.8299865722656,75699500,406.86285400390625,-4.060334007311162
104,2025-01-08,394.9400024414063,402.5,387.3999938964844,392.95001220703125,73038800,401.6171395438058,0.14707807875760093
105,2025-01-10,394.739990234375,399.2799987792969,377.2900085449219,391.3999938964844,62287300,398.3785661969866,-0.050643694180096954
106,2025-01-13,403.30999755859375,403.7900085449219,380.07000732421875,383.2099914550781,67580500,398.30285208565846,2.1710512074366584
107,2025-01-14,396.3599853515625,422.6400146484375,394.5400085449219,414.3399963378906,84565000,400.7428501674107,-1.7232432245921525
108,2025-01-15,428.2200012207031,429.79998779296875,405.6600036621094,409.8999938964844,81375500,403.28284999302457,8.038151439752795
109,2025-01-16,413.8200073242188,424.0,409.1300048828125,423.489990234375,68335200,403.67856706891746,-3.362756026209668
110,2025-01-17,426.5,439.739990234375,419.75,421.5,94991400,408.26999773297996,3.0641323404759113
111,2025-01-21,424.0700073242188,433.20001220703125,406.30999755859375,432.6400146484375,87320900,412.4314270019531,-0.5697520927974709
112,2025-01-22,415.1099853515625,428.0,414.5899963378906,416.80999755859375,60963300,415.34142630440846,-2.112863871036752
113,2025-01-23,412.3800048828125,420.7300109863281,408.95001220703125,416.05999755859375,50690600,416.6371416364397,-0.6576523247056931
114,2025-01-24,406.5799865722656,418.8800048828125,405.7799987792969,414.45001220703125,56427100,418.0971418108259,-1.406474184458839
115,2025-01-27,397.1499938964844,406.69000244140625,389.0,394.79998779296875,58125500,413.6585693359375,-2.3193450212053546
116,2025-01-28,398.0899963378906,400.5899963378906,386.5,396.9100036621094,48910700,411.4114249093192,0.23668700890153715
117,2025-01-29,389.1000061035156,398.5899963378906,384.4800109863281,395.2099914550781,68033600,406.06856863839283,-2.258280870425211
118,2025-01-30,400.2799987792969,412.5,384.4100036621094,410.7799987792969,98092900,402.6699959891183,2.873295425445699
119,2025-01-31,404.6000061035156,419.989990234375,401.3399963378906,401.5299987792969,83568200,401.1685703822545,1.0792463618949588
120,2025-02-03,383.6799926757813,389.1700134277344,374.3599853515625,386.67999267578125,93732100,397.06856863839283,-5.1705420445253285
121,2025-02-04,392.2099914550781,394.0,381.3999938964844,382.6300048828125,57072200,395.01571219308033,2.223206563315605
122,2025-02-05,378.1700134277344,388.3900146484375,375.5299987792969,387.510009765625,57223300,392.30428641183033,-3.5797094243459227
123,2025-02-06,374.3200073242188,375.3999938964844,363.17999267578125,373.0299987792969,77918200,388.90857369559154,-1.0180622383618165
124,2025-02-07,361.6199951171875,380.54998779296875,360.3399963378906,370.19000244140625,70298300,384.9828578404018,-3.392822173149601
125,2025-02-10,350.7300109863281,362.70001220703125,350.510009765625,356.2099914550781,77514900,377.904288155692,-3.0114441341470455
126,2025-02-11,328.5,349.3699951171875,325.1000061035156,345.79998779296875,118543400,367.0328587123326,-6.338211812502892
127,2025-02-12,336.510009765625,346.3999938964844,329.1199951171875,329.94000244140625,104520600,360.2942897251674,2.43835913717656
128,2025-02-13,349.75048828125,358.69000244140625,342.864990234375,345.0400085449219,59513116,354.2286464146205,3.9346462605515997
